"id","name","name_start_min","name_start_max","name_end_min","name_end_max","building_type","building_type_label","bag_id","vg_id","name_source"
"1478","De Uitweg","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1304","vg"
"1479","Pinksterkapel","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1305","vg"
"1480","Prinsessekerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1306","vg"
"1481","De Ontmoeting","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1307","vg"
"1482","Diaconieweeshuis der Nederlands Hervormde gemeente","0","0","0","0","http://vocab.getty.edu/aat/300006769",,,"http://verdwenengebouwen.nl/gebouw/1308","vg"
"1483","Weeshuis aan de Wielingenstraat","0","0","0","0","http://vocab.getty.edu/aat/300006769",,,"http://verdwenengebouwen.nl/gebouw/1308","vg"
"1484","De Wielingen","0","0","0","0","http://vocab.getty.edu/aat/300006769",,,"http://verdwenengebouwen.nl/gebouw/1308","vg"
"1485","Waalkerk noodkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1309","vg"
"1486","Johannes de Doper","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1310","vg"
"1487","Sint-Annakerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1311","vg"
"1488","De Pool","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1311","vg"
"1489","Jacobuskapel","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1312","vg"
"1490","Rehobothkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1313","vg"
"1491","Funenkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1314","vg"
"1492","Anna Paviljoen","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/3787","vg"
"1493","Bethelkapel","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/3321","vg"
"1494","Muiderkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/3322","vg"
"1495","Eerste Nederduytsche Academie","0","0","0","0","http://vocab.getty.edu/aat/300007117",,,"http://verdwenengebouwen.nl/gebouw/5301","vg"
"1496","Logement Het Rondeel","0","0","0","0","http://vocab.getty.edu/aat/300007170",,,"http://verdwenengebouwen.nl/gebouw/5300","vg"
"1497","Waag op de Dam","0","0","0","0","http://browser.aat-ned.nl/300312276",,,"http://verdwenengebouwen.nl/gebouw/3672","vg"
"1498","Watertoren Amsterdam, Westergasfabriek","0","0","0","0","http://vocab.getty.edu/aat/300006204",,,"http://verdwenengebouwen.nl/gebouw/3687","vg"
"1499","Watertoren Amsterdam, Nieuwer-Amstel","0","0","0","0","http://vocab.getty.edu/aat/300006204",,,"http://verdwenengebouwen.nl/gebouw/3688","vg"
"1500","Watertoren Watergraafsmeer","0","0","0","0","http://vocab.getty.edu/aat/300006204",,,"http://verdwenengebouwen.nl/gebouw/3689","vg"
"1501","Watertoren Amsterdam, Sloten","0","0","0","0","http://vocab.getty.edu/aat/300006204",,,"http://verdwenengebouwen.nl/gebouw/3690","vg"
"1502","Wielerbaan Zeeburg","0","0","0","0","http://vocab.getty.edu/aat/300007271",,,"http://verdwenengebouwen.nl/gebouw/3713","vg"
"1503","De Arbeiderspers","0","0","0","0","http://vocab.getty.edu/aat/300006247",,,"http://verdwenengebouwen.nl/gebouw/3733","vg"
"1504","De Rode Burcht","0","0","0","0","http://vocab.getty.edu/aat/300006247",,,"http://verdwenengebouwen.nl/gebouw/3733","vg"
"1505","De Twentsche Bank","0","0","0","0","http://vocab.getty.edu/aat/300005213",,,"http://verdwenengebouwen.nl/gebouw/3734","vg"
"1506","Wyers","0","0","0","0","http://vocab.getty.edu/aat/300005147",,,"http://verdwenengebouwen.nl/gebouw/3735","vg"
"1507","Hotel Polen","0","0","0","0","http://vocab.getty.edu/aat/300007166",,,"http://verdwenengebouwen.nl/gebouw/3736","vg"
"1508","'t Boompje","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/3737","vg"
"1509","Franciscus van Assisi","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/3737","vg"
"1510","Boompjeskerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/3737","vg"
"1511","Winkelgalerij Vijzelstraat","0","0","0","0","http://vocab.getty.edu/aat/300005433",,,"http://verdwenengebouwen.nl/gebouw/3738","vg"
"1512","Banda Neira","0","0","0","0","http://vocab.getty.edu/aat/300005517",,,"http://verdwenengebouwen.nl/gebouw/3739","vg"
"1513","Groot Banda","0","0","0","0","http://vocab.getty.edu/aat/300005517",,,"http://verdwenengebouwen.nl/gebouw/3740","vg"
"1514","Onderlinge Vereeniging van Veehouders tot Verkoop van Zuivere Koemelk","0","0","0","0","http://vocab.getty.edu/aat/300005283",,,"http://verdwenengebouwen.nl/gebouw/3741","vg"
"1515","Grote Wetering","0","0","0","0","http://vocab.getty.edu/aat/300005283",,,"http://verdwenengebouwen.nl/gebouw/3741","vg"
"1516","Wehrmachtsheim Erika","0","0","0","0","http://vocab.getty.edu/aat/300007250",,,"http://verdwenengebouwen.nl/gebouw/3742","vg"
"1517","Cadi-Club Prinses Irene","0","0","0","0","http://vocab.getty.edu/aat/300007250",,,"http://verdwenengebouwen.nl/gebouw/3742","vg"
"1518","IJsclubgebouw","0","0","0","0","http://vocab.getty.edu/aat/300007250",,,"http://verdwenengebouwen.nl/gebouw/3742","vg"
"1519","Bunkers Museumplein","0","0","0","0","http://vocab.getty.edu/aat/300006887",,,"http://verdwenengebouwen.nl/gebouw/3749","vg"
"1520","KLM passagegebouw","0","0","0","0","http://vocab.getty.edu/aat/300007805",,,"http://verdwenengebouwen.nl/gebouw/3750","vg"
"1521","Henriettehofje","0","0","0","0","http://browser.aat-ned.nl/900032008",,,"http://verdwenengebouwen.nl/gebouw/3751","vg"
"1522","Amsterdamsche Bank","0","0","0","0","http://vocab.getty.edu/aat/300005214",,,"http://verdwenengebouwen.nl/gebouw/3752","vg"
"1523","Gemeentelijke Geneeskundige en Gezondheidsdienst","0","0","0","0","http://vocab.getty.edu/aat/300006665",,,"http://verdwenengebouwen.nl/gebouw/3753","vg"
"1524","Consultatiebureau Waterlooplein","0","0","0","0","http://vocab.getty.edu/aat/300006665",,,"http://verdwenengebouwen.nl/gebouw/3753","vg"
"1525","Vishal","0","0","0","0","http://vocab.getty.edu/aat/300005243",,,"http://verdwenengebouwen.nl/gebouw/3754","vg"
"1526","De Koorndrager","0","0","0","0","http://vocab.getty.edu/aat/300265138",,,"http://verdwenengebouwen.nl/gebouw/3755","vg"
"1527","Pakhuis de Korendrager","0","0","0","0","http://vocab.getty.edu/aat/300265138",,,"http://verdwenengebouwen.nl/gebouw/3755","vg"
"1528","Paleis","0","0","0","0","http://vocab.getty.edu/aat/300006887",,,"http://verdwenengebouwen.nl/gebouw/3756","vg"
"1529","Marinepaleis","0","0","0","0","http://vocab.getty.edu/aat/300006887",,,"http://verdwenengebouwen.nl/gebouw/3756","vg"
"1530","Panoramagebouw","0","0","0","0","http://vocab.getty.edu/aat/300005748",,,"http://verdwenengebouwen.nl/gebouw/3757","vg"
"1531","Panoramagebouw","0","0","0","0","http://vocab.getty.edu/aat/300005748",,,"http://verdwenengebouwen.nl/gebouw/3758","vg"
"1532","Kiosk Weesperplein","0","0","0","0","http://vocab.getty.edu/aat/300004826",,,"http://verdwenengebouwen.nl/gebouw/3759","vg"
"1533","Huydekoopers","0","0","0","0","http://vocab.getty.edu/aat/300007049",,,"http://verdwenengebouwen.nl/gebouw/3769","vg"
"1534","Looijers en Schoenmakers Comtoir","0","0","0","0","http://vocab.getty.edu/aat/300007049",,,"http://verdwenengebouwen.nl/gebouw/3769","vg"
"1535","Huidenkopers-Gildehuis","0","0","0","0","http://vocab.getty.edu/aat/300007049",,,"http://verdwenengebouwen.nl/gebouw/3769","vg"
"1536","Rembrandt Theater","0","0","0","0","http://vocab.getty.edu/aat/300007117",,,"http://verdwenengebouwen.nl/gebouw/3770","vg"
"1537","Het Stadion","0","0","0","0","http://vocab.getty.edu/aat/300007271",,,"http://verdwenengebouwen.nl/gebouw/3779","vg"
"1538","Het Nederlandsch Sportpark","0","0","0","0","http://vocab.getty.edu/aat/300007271",,,"http://verdwenengebouwen.nl/gebouw/3779","vg"
"1539","Instituut voor Physische Therapie","0","0","0","0","http://vocab.getty.edu/aat/300006665",,,"http://verdwenengebouwen.nl/gebouw/3786","vg"
"1540","Coca-Colafabriek Sloterdijk","0","0","0","0","http://vocab.getty.edu/aat/300006232",,,"http://verdwenengebouwen.nl/gebouw/3790","vg"
"1541","Station Sloterdijk Zuid","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/3791","vg"
"1542","Buitengasthuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/3792","vg"
"1543","Pesthuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/3792","vg"
"1544","Nieuwe Buitengasthuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/3792","vg"
"1545","N.V. Amsterdamsche Poetsdoekenfabriek en Linnenverhuurmaatschapij Nederland","0","0","0","0","http://vocab.getty.edu/aat/300005153",,,"http://verdwenengebouwen.nl/gebouw/3794","vg"
"1546","LinMij","0","0","0","0","http://vocab.getty.edu/aat/300005153",,,"http://verdwenengebouwen.nl/gebouw/3794","vg"
"1547","Uitbreiding LinMij","0","0","0","0","http://vocab.getty.edu/aat/300005153",,,"http://verdwenengebouwen.nl/gebouw/3795","vg"
"1548","Andreas ziekenhuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/3809","vg"
"1549","Sloterparkbad","0","0","0","0","http://vocab.getty.edu/aat/300007376",,,"http://verdwenengebouwen.nl/gebouw/3810","vg"
"1550","Cinema International","0","0","0","0","http://vocab.getty.edu/aat/300007135",,,"http://verdwenengebouwen.nl/gebouw/3811","vg"
"1551","Reuzen-olifant","0","0","0","0","http://vocab.getty.edu/aat/300006795",,,"http://verdwenengebouwen.nl/gebouw/3829","vg"
"1552","Perry's reuzenkoffer","0","0","0","0","http://vocab.getty.edu/aat/300006795",,,"http://verdwenengebouwen.nl/gebouw/3830","vg"
"1553","H. Pius X","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/3975","vg"
"1554","De Uitweg","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/3993","vg"
"1555","De Opgang","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/4008","vg"
"1556","H. Christus Geboorte","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/4012","vg"
"1557","West Bijlmer Watermolen","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4140","vg"
"1558","De Bul","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4142","vg"
"1559","1100 Roe","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4143","vg"
"1560","Dikke Molen","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4144","vg"
"1561","De Hoop","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4148","vg"
"1562","windmolen","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4150","vg"
"1563","Groot Duivendrechtschepolder","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4153","vg"
"1564","Molen 2 van de Buikslotermeer","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4157","vg"
"1565","'t Haasje","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4158","vg"
"1566","Eenhoorn","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4362","vg"
"1567","Luipaard","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4363","vg"
"1568","De Victor","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4571","vg"
"1569","De Spiering/ Spring in 't Veld","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4572","vg"
"1570","De Wetering","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4573","vg"
"1571","Wolf","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4574","vg"
"1572","Oranjeboom","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4575","vg"
"1573","De Samson / De Bruinvis / De Simson","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4576","vg"
"1574","Wolf","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4577","vg"
"1575","De Oranjeboom","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4578","vg"
"1576","De Bloem","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/4646","vg"
"1577","Waterpoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/4784","vg"
"1578","Maranathakerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/4902","vg"
"1579","Suikerfabriek Bolwerk","0","0","0","0","http://vocab.getty.edu/aat/300006232",,,"http://verdwenengebouwen.nl/gebouw/5306","vg"
"1580","Amsterdamse Zeegrashandel","0","0","0","0","http://vocab.getty.edu/aat/300265138",,,"http://verdwenengebouwen.nl/gebouw/5313","vg"
"1581","Brandstoffenhandel Beerepoot","0","0","0","0","http://vocab.getty.edu/aat/300005283",,,"http://verdwenengebouwen.nl/gebouw/5317","vg"
"1582","Metaalwarenfabriek Heijmeta","0","0","0","0","http://vocab.getty.edu/aat/300006232",,,"http://verdwenengebouwen.nl/gebouw/5560","vg"
"1583","Flikkercafé Sissy","0","0","0","0","http://vocab.getty.edu/aat/300265138",,,"http://verdwenengebouwen.nl/gebouw/5561","vg"
"1584","Coster Diamonds","0","0","0","0","http://vocab.getty.edu/aat/300005433",,,"http://verdwenengebouwen.nl/gebouw/5322","vg"
"1585","Flessen en Kruiken P.A.G. Nieland","0","0","0","0","http://vocab.getty.edu/aat/300265138",,,"http://verdwenengebouwen.nl/gebouw/5326","vg"
"1586","Tabakspakhuis","0","0","0","0","http://vocab.getty.edu/aat/300265138",,,"http://verdwenengebouwen.nl/gebouw/5327","vg"
"1587","Nederlandsch Israëlitisch Jongens Weeshuis","0","0","0","0","http://vocab.getty.edu/aat/300006769",,,"http://verdwenengebouwen.nl/gebouw/5328","vg"
"1588","Feestzalenverhuur Huize Sandman","0","0","0","0","http://vocab.getty.edu/aat/300005433",,,"http://verdwenengebouwen.nl/gebouw/5332","vg"
"1589","Cafe Billard Koffiehuis","0","0","0","0","http://vocab.getty.edu/aat/300005433",,,"http://verdwenengebouwen.nl/gebouw/5369","vg"
"1590","Autokerkhof Jack Maandag","0","0","0","0","http://vocab.getty.edu/aat/300005433",,,"http://verdwenengebouwen.nl/gebouw/5374","vg"
"1591","Lange Houtstraat 24A","0","0","0","0","http://vocab.getty.edu/aat/300005433",,,"http://verdwenengebouwen.nl/gebouw/5399","vg"
"1592","Synagoge Lange Houtstraat","0","0","0","0","http://vocab.getty.edu/aat/300007590",,,"http://verdwenengebouwen.nl/gebouw/5406","vg"
"1593","Koffiehuis 't Haantje","0","0","0","0","http://vocab.getty.edu/aat/300005433",,,"http://verdwenengebouwen.nl/gebouw/5424","vg"
"1594","1ste Portugese Esnoga","0","0","0","0","http://vocab.getty.edu/aat/300007590",,,"http://verdwenengebouwen.nl/gebouw/5430","vg"
"1595","Springer's Metaalhandel","0","0","0","0","http://vocab.getty.edu/aat/300007590",,,"http://verdwenengebouwen.nl/gebouw/5430","vg"
"1596","Synagoge Waterlooplein","0","0","0","0","http://vocab.getty.edu/aat/300007590",,,"http://verdwenengebouwen.nl/gebouw/5430","vg"
"1597","Synagoge Reisjies Touv","0","0","0","0","http://vocab.getty.edu/aat/300007590",,,"http://verdwenengebouwen.nl/gebouw/5440","vg"
"1598","Lompen en Metalen F. Stubbe & Zoon","0","0","0","0","http://vocab.getty.edu/aat/300005433",,,"http://verdwenengebouwen.nl/gebouw/5447","vg"
"1599","Stroomarktsjoel","0","0","0","0","http://vocab.getty.edu/aat/300007590",,,"http://verdwenengebouwen.nl/gebouw/5457","vg"
"1600","Van Gelder's Machinehandel","0","0","0","0","http://vocab.getty.edu/aat/300005283",,,"http://verdwenengebouwen.nl/gebouw/5461","vg"
"1601","Slagerij De Hoek","0","0","0","0","http://vocab.getty.edu/aat/300005283",,,"http://verdwenengebouwen.nl/gebouw/5462","vg"
"1602","Stiefbeen en Zoon","0","0","0","0","http://vocab.getty.edu/aat/300005433",,,"http://verdwenengebouwen.nl/gebouw/5473","vg"
